0,0,10.162.56.102,47.100.45.27,0,0,[SYN],64240,
0,0.004868,47.100.45.27,10.162.56.102,0,1,[ACK, SYN],29200
0,0.004942,10.162.56.102,47.100.45.27,1,1,[ACK],514,
96,0.005444,10.162.56.102,47.100.45.27,1,1,[ACK, PSH],514
0,0.009839,47.100.45.27,10.162.56.102,1,97,[ACK],229,
1386,0.013017,47.100.45.27,10.162.56.102,1,97,[ACK],229,
1386,0.013018,47.100.45.27,10.162.56.102,1387,97,[ACK],229,
0,0.013065,10.162.56.102,47.100.45.27,97,2773,[ACK],514,
1386,0.013144,47.100.45.27,10.162.56.102,2773,97,[ACK],229,
1386,0.013146,47.100.45.27,10.162.56.102,4159,97,[ACK],229,
1386,0.013147,47.100.45.27,10.162.56.102,5545,97,[ACK],229,
0,0.013218,10.162.56.102,47.100.45.27,97,6931,[ACK],514,
1386,0.013428,47.100.45.27,10.162.56.102,6931,97,[ACK],229,
1386,0.01343,47.100.45.27,10.162.56.102,8317,97,[ACK],229,
1386,0.01343,47.100.45.27,10.162.56.102,9703,97,[ACK],229,
0,0.013522,10.162.56.102,47.100.45.27,97,11089,[ACK],514,
1386,0.013667,47.100.45.27,10.162.56.102,11089,97,[ACK],229,
1386,0.015538,47.100.45.27,10.162.56.102,12475,97,[ACK],229,
,,,,,,,,
0,0.015573,10.162.56.102,47.100.45.27,97,13861,[ACK],514,
1386,0.018564,47.100.45.27,10.162.56.102,13861,97,[ACK],229,
1386,0.021641,47.100.45.27,10.162.56.102,15247,97,[ACK],229,
1386,0.021642,47.100.45.27,10.162.56.102,16633,97,[ACK],229,
1386,0.021642,47.100.45.27,10.162.56.102,18019,97,[ACK],229,
0,0.021671,10.162.56.102,47.100.45.27,97,19405,[ACK],514,
1386,0.02182,47.100.45.27,10.162.56.102,19405,97,[ACK],229,
1386,0.022526,47.100.45.27,10.162.56.102,20791,97,[ACK],229,
1386,0.022528,47.100.45.27,10.162.56.102,22177,97,[ACK],229,
0,0.02255,10.162.56.102,47.100.45.27,97,23563,[ACK],514,
1386,0.024361,47.100.45.27,10.162.56.102,23563,97,[ACK],229,
0,0.024397,10.162.56.102,47.100.45.27,97,24949,[ACK],514,
1386,0.027193,47.100.45.27,10.162.56.102,24949,97,[ACK],229,
1386,0.030217,47.100.45.27,10.162.56.102,26335,97,[ACK],229,
0,0.030245,10.162.56.102,47.100.45.27,97,27721,[ACK],514,
1386,0.030364,47.100.45.27,10.162.56.102,27721,97,[ACK],229,
1386,0.030396,47.100.45.27,10.162.56.102,29107,97,[ACK],229,
0,0.030403,10.162.56.102,47.100.45.27,97,30493,[ACK],514,
1386,0.030885,47.100.45.27,10.162.56.102,30493,97,[ACK],229,
1386,0.031141,47.100.45.27,10.162.56.102,31879,97,[ACK],229,
0,0.031155,10.162.56.102,47.100.45.27,97,33265,[ACK],514,
1386,0.031271,47.100.45.27,10.162.56.102,33265,97,[ACK],229,
1386,0.032757,47.100.45.27,10.162.56.102,34651,97,[ACK],229,
0,0.032786,10.162.56.102,47.100.45.27,97,36037,[ACK],514,
1386,0.033798,47.100.45.27,10.162.56.102,36037,97,[ACK],229,
1386,0.035631,47.100.45.27,10.162.56.102,37423,97,[ACK],229,
0,0.035669,10.162.56.102,47.100.45.27,97,38809,[ACK],514,
,,,,,,,,
1386,0.041005,47.100.45.27,10.162.56.102,38809,97,[ACK],229,
1386,0.042192,47.100.45.27,10.162.56.102,40195,97,[ACK],229,
1386,0.042193,47.100.45.27,10.162.56.102,41581,97,[ACK],229,
0,0.04222,10.162.56.102,47.100.45.27,97,42967,[ACK],514,
1386,0.042341,47.100.45.27,10.162.56.102,42967,97,[ACK],229,
0,0.04235,10.162.56.102,47.100.45.27,97,44353,[ACK],514,
1386,0.042379,47.100.45.27,10.162.56.102,44353,97,[ACK],229,
1386,0.042801,47.100.45.27,10.162.56.102,45739,97,[ACK],229,
0,0.042814,10.162.56.102,47.100.45.27,97,47125,[ACK],514,
1386,0.042926,47.100.45.27,10.162.56.102,47125,97,[ACK],229,
1386,0.044135,47.100.45.27,10.162.56.102,48511,97,[ACK],229,
0,0.044162,10.162.56.102,47.100.45.27,97,49897,[ACK],514,
1386,0.044298,47.100.45.27,10.162.56.102,49897,97,[ACK],229,
1386,0.044881,47.100.45.27,10.162.56.102,51283,97,[ACK],229,
0,0.044896,10.162.56.102,47.100.45.27,97,52669,[ACK],514,
1386,0.047382,47.100.45.27,10.162.56.102,52669,97,[ACK],229,
1386,0.047886,47.100.45.27,10.162.56.102,54055,97,[ACK],229,
0,0.047914,10.162.56.102,47.100.45.27,97,55441,[ACK],514,
1386,0.048042,47.100.45.27,10.162.56.102,55441,97,[ACK],229,
1386,0.049559,47.100.45.27,10.162.56.102,56827,97,[ACK],229,
1386,0.04956,47.100.45.27,10.162.56.102,58213,97,[ACK],229,
0,0.049609,10.162.56.102,47.100.45.27,97,59599,[ACK],514,
1386,0.04973,47.100.45.27,10.162.56.102,59599,97,[ACK],229,
0,0.04974,10.162.56.102,47.100.45.27,97,60985,[ACK],514,
1386,0.051622,47.100.45.27,10.162.56.102,60985,97,[ACK],229,
1386,0.051623,47.100.45.27,10.162.56.102,62371,97,[ACK],229,
1386,0.051623,47.100.45.27,10.162.56.102,63757,97,[ACK],229,
0,0.051653,10.162.56.102,47.100.45.27,97,65143,[ACK],514,
1386,0.051798,47.100.45.27,10.162.56.102,65143,97,[ACK],229,
0,0.05181,10.162.56.102,47.100.45.27,97,66529,[ACK],514,
1386,0.053373,47.100.45.27,10.162.56.102,66529,97,[ACK],229,
1386,0.055692,47.100.45.27,10.162.56.102,67915,97,[ACK],229,
1386,0.055694,47.100.45.27,10.162.56.102,69301,97,[ACK],229,
0,0.055771,10.162.56.102,47.100.45.27,97,70687,[ACK],514,
1386,0.058973,47.100.45.27,10.162.56.102,70687,97,[ACK],229,
0,0.059007,10.162.56.102,47.100.45.27,97,72073,[ACK],514,
1386,0.059146,47.100.45.27,10.162.56.102,72073,97,[ACK],229,
1386,0.059261,47.100.45.27,10.162.56.102,73459,97,[ACK],229,
1386,0.059262,47.100.45.27,10.162.56.102,74845,97,[ACK],229,
0,0.059277,10.162.56.102,47.100.45.27,97,76231,[ACK],514,
1386,0.059415,47.100.45.27,10.162.56.102,76231,97,[ACK],229,
0,0.059426,10.162.56.102,47.100.45.27,97,77617,[ACK],514,
1386,0.063462,47.100.45.27,10.162.56.102,77617,97,[ACK],229,
1386,0.063608,47.100.45.27,10.162.56.102,79003,97,[ACK],229,
0,0.06363,10.162.56.102,47.100.45.27,97,80389,[ACK],514,
1386,0.065904,47.100.45.27,10.162.56.102,80389,97,[ACK],229,
1386,0.066029,47.100.45.27,10.162.56.102,81775,97,[ACK],229,
0,0.066043,10.162.56.102,47.100.45.27,97,83161,[ACK],514,
1386,0.066161,47.100.45.27,10.162.56.102,83161,97,[ACK],229,
1386,0.066296,47.100.45.27,10.162.56.102,84547,97,[ACK],229,
0,0.066313,10.162.56.102,47.100.45.27,97,85933,[ACK],514,
1386,0.06662,47.100.45.27,10.162.56.102,85933,97,[ACK],229,
1386,0.066957,47.100.45.27,10.162.56.102,87319,97,[ACK],229,
0,0.066973,10.162.56.102,47.100.45.27,97,88705,[ACK],514,
1386,0.067086,47.100.45.27,10.162.56.102,88705,97,[ACK],229,
1386,0.068721,47.100.45.27,10.162.56.102,90091,97,[ACK],229,
0,0.068747,10.162.56.102,47.100.45.27,97,91477,[ACK],514,
1386,0.070883,47.100.45.27,10.162.56.102,91477,97,[ACK],229,
1386,0.072837,47.100.45.27,10.162.56.102,92863,97,[ACK],229,
0,0.072867,10.162.56.102,47.100.45.27,97,94249,[ACK],514,
1386,0.074876,47.100.45.27,10.162.56.102,94249,97,[ACK],229,
1386,0.076022,47.100.45.27,10.162.56.102,95635,97,[ACK],229,
1386,0.076023,47.100.45.27,10.162.56.102,97021,97,[ACK],229,
0,0.076049,10.162.56.102,47.100.45.27,97,98407,[ACK],514,
1386,0.07635,47.100.45.27,10.162.56.102,98407,97,[ACK],229,
0,0.076364,10.162.56.102,47.100.45.27,97,99793,[ACK],514,
1386,0.076475,47.100.45.27,10.162.56.102,99793,97,[ACK],229,
1386,0.076592,47.100.45.27,10.162.56.102,101179,97,[ACK],229,
0,0.076601,10.162.56.102,47.100.45.27,97,102565,[ACK],514,
1386,0.07688,47.100.45.27,10.162.56.102,102565,97,[ACK],229,
1386,0.077174,47.100.45.27,10.162.56.102,103951,97,[ACK],229,
0,0.077187,10.162.56.102,47.100.45.27,97,105337,[ACK],514,
1386,0.080374,47.100.45.27,10.162.56.102,105337,97,[ACK],229,
1386,0.080503,47.100.45.27,10.162.56.102,106723,97,[ACK],229,
0,0.080521,10.162.56.102,47.100.45.27,97,108109,[ACK],514,
1386,0.082029,47.100.45.27,10.162.56.102,108109,97,[ACK],229,
1386,0.082113,47.100.45.27,10.162.56.102,109495,97,[ACK],229,
0,0.082128,10.162.56.102,47.100.45.27,97,110881,[ACK],514,
1386,0.083132,47.100.45.27,10.162.56.102,110881,97,[ACK],229,
1386,0.083133,47.100.45.27,10.162.56.102,112267,97,[ACK],229,
0,0.083156,10.162.56.102,47.100.45.27,97,113653,[ACK],514,
1386,0.083284,47.100.45.27,10.162.56.102,113653,97,[ACK],229,
1386,0.083306,47.100.45.27,10.162.56.102,115039,97,[ACK],229,
0,0.083312,10.162.56.102,47.100.45.27,97,116425,[ACK],514,
1386,0.083699,47.100.45.27,10.162.56.102,116425,97,[ACK],229,
1386,0.084605,47.100.45.27,10.162.56.102,117811,97,[ACK],229,
0,0.08463,10.162.56.102,47.100.45.27,97,119197,[ACK],514,
1386,0.085551,47.100.45.27,10.162.56.102,119197,97,[ACK],229,
1386,0.086802,47.100.45.27,10.162.56.102,120583,97,[ACK],229,
0,0.086829,10.162.56.102,47.100.45.27,97,121969,[ACK],514,
1386,0.086951,47.100.45.27,10.162.56.102,121969,97,[ACK],229,
1386,0.087527,47.100.45.27,10.162.56.102,123355,97,[ACK],229,
0,0.087555,10.162.56.102,47.100.45.27,97,124741,[ACK],514,
1386,0.088795,47.100.45.27,10.162.56.102,124741,97,[ACK],229,
1386,0.089691,47.100.45.27,10.162.56.102,126127,97,[ACK],229,
1386,0.089695,47.100.45.27,10.162.56.102,127513,97,[ACK],229,
0,0.089768,10.162.56.102,47.100.45.27,97,128899,[ACK],514,
1386,0.089975,47.100.45.27,10.162.56.102,128899,97,[ACK],229,
0,0.090002,10.162.56.102,47.100.45.27,97,130285,[ACK],514,
1386,0.090538,47.100.45.27,10.162.56.102,130285,97,[ACK],229,
1386,0.091573,47.100.45.27,10.162.56.102,131671,97,[ACK],229,
0,0.091627,10.162.56.102,47.100.45.27,97,133057,[ACK],514,
1386,0.091752,47.100.45.27,10.162.56.102,133057,97,[ACK],229,
1386,0.094584,47.100.45.27,10.162.56.102,134443,97,[ACK],229,
0,0.094614,10.162.56.102,47.100.45.27,97,135829,[ACK],514,
1386,0.095868,47.100.45.27,10.162.56.102,135829,97,[ACK],229,
1386,0.095869,47.100.45.27,10.162.56.102,137215,97,[ACK],229,
0,0.095896,10.162.56.102,47.100.45.27,97,138601,[ACK],514,
1386,0.096201,47.100.45.27,10.162.56.102,138601,97,[ACK],229,
1386,0.098098,47.100.45.27,10.162.56.102,139987,97,[ACK],229,
0,0.098129,10.162.56.102,47.100.45.27,97,141373,[ACK],514,
1386,0.098281,47.100.45.27,10.162.56.102,141373,97,[ACK],229,
1386,0.098409,47.100.45.27,10.162.56.102,142759,97,[ACK],229,
0,0.098422,10.162.56.102,47.100.45.27,97,144145,[ACK],514,
1386,0.098706,47.100.45.27,10.162.56.102,144145,97,[ACK],229,
1386,0.101111,47.100.45.27,10.162.56.102,145531,97,[ACK],229,
1386,0.101114,47.100.45.27,10.162.56.102,146917,97,[ACK],229,
1386,0.101116,47.100.45.27,10.162.56.102,148303,97,[ACK],229,
0,0.101273,10.162.56.102,47.100.45.27,97,149689,[ACK],514,
1386,0.103108,47.100.45.27,10.162.56.102,149689,97,[ACK],229,
1386,0.103274,47.100.45.27,10.162.56.102,151075,97,[ACK],229,
0,0.103304,10.162.56.102,47.100.45.27,97,152461,[ACK],514,
1386,0.103438,47.100.45.27,10.162.56.102,152461,97,[ACK],229,
1386,0.103481,47.100.45.27,10.162.56.102,153847,97,[ACK],229,
0,0.10349,10.162.56.102,47.100.45.27,97,155233,[ACK],514,
1386,0.106574,47.100.45.27,10.162.56.102,155233,97,[ACK],229,
1386,0.106575,47.100.45.27,10.162.56.102,156619,97,[ACK],229,
0,0.106609,10.162.56.102,47.100.45.27,97,158005,[ACK],514,
1386,0.108254,47.100.45.27,10.162.56.102,158005,97,[ACK],229,
1386,0.108258,47.100.45.27,10.162.56.102,159391,97,[ACK],229,
0,0.108305,10.162.56.102,47.100.45.27,97,160777,[ACK],514,
1386,0.112279,47.100.45.27,10.162.56.102,160777,97,[ACK],229,
1386,0.11228,47.100.45.27,10.162.56.102,162163,97,[ACK],229,
1386,0.11228,47.100.45.27,10.162.56.102,163549,97,[ACK],229,
1386,0.11228,47.100.45.27,10.162.56.102,164935,97,[ACK],229,
1386,0.112281,47.100.45.27,10.162.56.102,166321,97,[ACK],229,
1386,0.112281,47.100.45.27,10.162.56.102,167707,97,[ACK],229,
0,0.11231,10.162.56.102,47.100.45.27,97,169093,[ACK],514,
1386,0.114474,47.100.45.27,10.162.56.102,169093,97,[ACK],229,
1386,0.114474,47.100.45.27,10.162.56.102,170479,97,[ACK],229,
0,0.114503,10.162.56.102,47.100.45.27,97,171865,[ACK],514,
1386,0.114866,47.100.45.27,10.162.56.102,171865,97,[ACK],229,
1386,0.115116,47.100.45.27,10.162.56.102,173251,97,[ACK],229,
0,0.11513,10.162.56.102,47.100.45.27,97,174637,[ACK],514,
1386,0.115286,47.100.45.27,10.162.56.102,174637,97,[ACK],229,
1386,0.115548,47.100.45.27,10.162.56.102,176023,97,[ACK],229,
0,0.115578,10.162.56.102,47.100.45.27,97,177409,[ACK],514,
1386,0.116705,47.100.45.27,10.162.56.102,177409,97,[ACK],229,
1386,0.117329,47.100.45.27,10.162.56.102,178795,97,[ACK],229,
0,0.117359,10.162.56.102,47.100.45.27,97,180181,[ACK],514,
1386,0.119425,47.100.45.27,10.162.56.102,180181,97,[ACK],229,
1386,0.119426,47.100.45.27,10.162.56.102,181567,97,[ACK],229,
1386,0.119426,47.100.45.27,10.162.56.102,182953,97,[ACK],229,
0,0.119462,10.162.56.102,47.100.45.27,97,184339,[ACK],514,
1386,0.119589,47.100.45.27,10.162.56.102,184339,97,[ACK],229,
0,0.119601,10.162.56.102,47.100.45.27,97,185725,[ACK],514,
1386,0.121533,47.100.45.27,10.162.56.102,185725,97,[ACK],229,
1386,0.121534,47.100.45.27,10.162.56.102,187111,97,[ACK],229,
0,0.12157,10.162.56.102,47.100.45.27,97,188497,[ACK],514,
1386,0.121729,47.100.45.27,10.162.56.102,188497,97,[ACK],229,
1386,0.121756,47.100.45.27,10.162.56.102,189883,97,[ACK],229,
0,0.121762,10.162.56.102,47.100.45.27,97,191269,[ACK],514,
1386,0.122101,47.100.45.27,10.162.56.102,191269,97,[ACK],229,
1386,0.123804,47.100.45.27,10.162.56.102,192655,97,[ACK],229,
0,0.123848,10.162.56.102,47.100.45.27,97,194041,[ACK],514,
1386,0.12432,47.100.45.27,10.162.56.102,194041,97,[ACK],229,
1386,0.126121,47.100.45.27,10.162.56.102,195427,97,[ACK],229,
0,0.12616,10.162.56.102,47.100.45.27,97,196813,[ACK],514,
1386,0.126314,47.100.45.27,10.162.56.102,196813,97,[ACK],229,
1386,0.126582,47.100.45.27,10.162.56.102,198199,97,[ACK],229,
0,0.126603,10.162.56.102,47.100.45.27,97,199585,[ACK],514,
1386,0.126725,47.100.45.27,10.162.56.102,199585,97,[ACK],229,
1386,0.12696,47.100.45.27,10.162.56.102,200971,97,[ACK],229,
0,0.126995,10.162.56.102,47.100.45.27,97,202357,[ACK],514,
1386,0.128604,47.100.45.27,10.162.56.102,202357,97,[ACK],229,
1386,0.128725,47.100.45.27,10.162.56.102,203743,97,[ACK],229,
0,0.128737,10.162.56.102,47.100.45.27,97,205129,[ACK],514,
1386,0.131581,47.100.45.27,10.162.56.102,205129,97,[ACK],229,
1386,0.131716,47.100.45.27,10.162.56.102,206515,97,[ACK],229,
0,0.13173,10.162.56.102,47.100.45.27,97,207901,[ACK],514,
1386,0.136423,47.100.45.27,10.162.56.102,207901,97,[ACK],229,
1386,0.136424,47.100.45.27,10.162.56.102,209287,97,[ACK],229,
0,0.136455,10.162.56.102,47.100.45.27,97,210673,[ACK],514,
1386,0.139122,47.100.45.27,10.162.56.102,210673,97,[ACK],229,
1386,0.139123,47.100.45.27,10.162.56.102,212059,97,[ACK],229,
0,0.139149,10.162.56.102,47.100.45.27,97,213445,[ACK],514,
1386,0.139222,47.100.45.27,10.162.56.102,213445,97,[ACK],229,
1386,0.139242,47.100.45.27,10.162.56.102,214831,97,[ACK],229,
0,0.139256,10.162.56.102,47.100.45.27,97,216217,[ACK],514,
1386,0.1394,47.100.45.27,10.162.56.102,216217,97,[ACK],229,
1386,0.141354,47.100.45.27,10.162.56.102,217603,97,[ACK],229,
1386,0.141355,47.100.45.27,10.162.56.102,218989,97,[ACK],229,
1386,0.141355,47.100.45.27,10.162.56.102,220375,97,[ACK],229,
0,0.141385,10.162.56.102,47.100.45.27,97,221761,[ACK],514,
1386,0.141529,47.100.45.27,10.162.56.102,221761,97,[ACK],229,
1386,0.141529,47.100.45.27,10.162.56.102,223147,97,[ACK],229,
0,0.14154,10.162.56.102,47.100.45.27,97,224533,[ACK],514,
1386,0.144093,47.100.45.27,10.162.56.102,224533,97,[ACK],229,
1386,0.144094,47.100.45.27,10.162.56.102,225919,97,[ACK],229,
0,0.144126,10.162.56.102,47.100.45.27,97,227305,[ACK],514,
1386,0.145741,47.100.45.27,10.162.56.102,227305,97,[ACK],229,
1386,0.145863,47.100.45.27,10.162.56.102,228691,97,[ACK],229,
0,0.145877,10.162.56.102,47.100.45.27,97,230077,[ACK],514,
1386,0.148441,47.100.45.27,10.162.56.102,230077,97,[ACK],229,
1386,0.148442,47.100.45.27,10.162.56.102,231463,97,[ACK],229,
0,0.148482,10.162.56.102,47.100.45.27,97,232849,[ACK],514,
1386,0.148617,47.100.45.27,10.162.56.102,232849,97,[ACK],229,
1386,0.148765,47.100.45.27,10.162.56.102,234235,97,[ACK],229,
0,0.148783,10.162.56.102,47.100.45.27,97,235621,[ACK],514,
1386,0.148926,47.100.45.27,10.162.56.102,235621,97,[ACK],229,
0,0.149232,10.162.56.102,47.100.45.27,97,238393,[ACK],514,
0,0.15166,10.162.56.102,47.100.45.27,97,242551,[ACK],514,
0,0.155531,10.162.56.102,47.100.45.27,97,243937,[ACK],514,
0,0.155795,10.162.56.102,47.100.45.27,97,246709,[ACK],514,
0,0.163769,10.162.56.102,47.100.45.27,97,249481,[ACK],514,
0,0.164213,10.162.56.102,47.100.45.27,97,252253,[ACK],514,
0,0.164448,10.162.56.102,47.100.45.27,97,255025,[ACK],514,
0,0.169477,10.162.56.102,47.100.45.27,97,259183,[ACK],514,
